0	0	0
5	24.016758531280622	22.8014406801886
10	24.382429361385025	23.784045809436748
15	25.272127118574357	24.020776141005246
20	25.896633654376792	24.249203357020466
25	26.366286012604423	24.399850739992107
30	26.712312168220443	24.670165869383094
35	27.20124737909322	25.00933194475049
40	27.87092564812646	25.156689598809752
45	28.091480961900295	25.241930368063056
50	28.245878821419968	25.448960931630275
55	28.434105206064423	25.660147720584497
60	28.50981381877399	25.762902981433975
65	28.977445383736924	25.762902981433975
70	29.01326645341218	25.789230799313195
75	29.325391891537503	25.789230799313195
80	29.498059283343657	25.789230799313195
85	29.54499332149704	26.183140689342764
90	29.599731370873627	26.258385495667756
95	29.665202135432086	26.287735301256596
100	29.950949215091548	26.344075182558118
