0	0	0
5	86.10537087006416	81.63957807479093
10	91.42652443049714	85.33957767715833
15	93.96828925540368	86.0258656423937
20	95.10156950204659	86.82881657337475
25	95.39138733194295	87.06928498405432
30	96.29569585696686	87.94536240045167
35	96.68116755866907	91.40432665297045
40	97.52162273885655	91.5045107889909
45	98.89317494458281	91.62772381848706
50	99.26195945598842	92.0859778264441
55	99.72413166157247	94.10973463303617
60	101.45330567874493	94.6751284727854
65	102.52238612233802	94.91101574577876
70	103.63397787558691	95.49125577158077
75	103.94166616956358	95.49125577158077
80	104.40834236698305	95.49125577158077
85	105.52088721770517	96.0571473720786
90	106.47963342832455	96.77662481306511
95	107.23736848444673	96.88120265273454
100	108.08471025194027	96.89568127657215
